Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/CDT01 - CDT02/Page_Login/button_Login""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:39,2023-11-29 11:59:39,"0,112s",FAILED
,,,,,,,
Test Cases/CDT03 - cadastro simples,Chrome 119.0.0.0,,,2023-11-29 11:59:39,2023-11-29 11:59:41,"2,345s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_Nome_nomeCadastro""), nome, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:40,2023-11-29 11:59:40,"0,095s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_E-mail_emailCadastro""), email, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:40,2023-11-29 11:59:40,"0,124s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_DDD_dddTelCadastro""), ddd, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:40,2023-11-29 11:59:40,"0,114s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_Telefone_telCadastro""), telefone, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:40,2023-11-29 11:59:40,"0,123s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_Usurio_loginCadastro""), usuario, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:40,2023-11-29 11:59:41,"0,114s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_Senha_senhaCadastro""), senha, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:41,2023-11-29 11:59:41,"0,095s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_Repetir a senha_form-control""), repetir_senha, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:41,2023-11-29 11:59:41,"0,092s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_RuaAv_ruaCadastro""), rua, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:41,2023-11-29 11:59:41,"0,108s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_Nmero_numeroCadastro""), numero, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:41,2023-11-29 11:59:41,"0,091s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_Bairro_bairroCadastro""), bairro, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:41,2023-11-29 11:59:41,"0,086s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_Complemento_complementoCadastro""), complemento, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:41,2023-11-29 11:59:41,"0,095s",FAILED
"setText(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/input_Cidade_cidadeCadastro""), cidade, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:41,2023-11-29 11:59:41,"0,112s",FAILED
"selectOptionByValue(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/select_ALAPAMBACEDFESGOMAMTMSMGPAPBPRPEPIRR_4d941d""), uf, true, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:41,2023-11-29 11:59:41,"0,168s",FAILED
,,,,,,,
Test Cases/CDT04 - RF01 - cadastro cliente - Verificar erros de preenchimento,Chrome 119.0.0.0,,,2023-11-29 11:59:41,2023-11-29 12:00:40,"58,265s",FAILED
"openBrowser("""", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:42,2023-11-29 11:59:44,"1,758s",PASSED
"navigateToUrl(""http://localhost/pizzaWeb2.0/site/index.php"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:44,2023-11-29 11:59:49,"5,467s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_PizzaWeb/a_Cadastre-se""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:49,2023-11-29 11:59:50,"0,904s",PASSED
"callTestCase(findTestCase(""CDT03 - cadastro simples""), [""nome"":""teste"", ""email"":"""", ""ddd"":""11"", ""telefone"":""222222222"", ""usuario"":"""", ""senha"":""teste"", ""repetir_senha"":""teste"", ""rua"":""rua "", ... ], CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 11:59:50,2023-11-29 12:00:04,"13,612s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/button_Cadastrar""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:04,2023-11-29 12:00:04,"0,572s",PASSED
"verifyTextPresent(""Cadastro"", false, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:04,2023-11-29 12:00:05,"0,371s",PASSED
"callTestCase(findTestCase(""CDT03 - cadastro simples""), [""nome"":""teste"", ""email"":""email@email.com"", ""ddd"":""11"", ""telefone"":""222222222"", ""usuario"":""admin"", ""senha"":""teste"", ""repetir_senha"":""teste"", ... ], CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:05,2023-11-29 12:00:20,"14,829s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/button_Cadastrar""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:20,2023-11-29 12:00:20,"0,630s",PASSED
"verifyTextPresent(""Nome de usuário reservado!"", false, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:20,2023-11-29 12:00:21,"0,500s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/button_OK""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:21,2023-11-29 12:00:21,"0,577s",PASSED
"callTestCase(findTestCase(""CDT03 - cadastro simples""), [""nome"":""teste"", ""email"":""teste@gmail.com"", ""ddd"":""11"", ""telefone"":""222222222"", ""usuario"":""teste"", ""senha"":""teste"", ""repetir_senha"":""diferente"", ... ], CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:21,2023-11-29 12:00:37,"15,627s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/button_Cadastrar""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:37,2023-11-29 12:00:38,"0,737s",PASSED
"verifyTextPresent(""Cadastro"", false, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:38,2023-11-29 12:00:38,"0,378s",FAILED
closeBrowser(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-29 12:00:38,2023-11-29 12:00:40,"1,699s",PASSED
,,,,,,,
Test Cases/CDT05 - RF01 - cadastro cliente - Verificar sucesso e usuarios repetidos,Chrome 119.0.0.0,,,2023-11-29 12:00:40,2023-11-29 12:01:22,"41,792s",FAILED
"openBrowser("""", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:40,2023-11-29 12:00:42,"2,150s",PASSED
"navigateToUrl(""http://localhost/pizzaWeb2.0/site/index.php"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:42,2023-11-29 12:00:50,"7,174s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_PizzaWeb/a_Cadastre-se""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:50,2023-11-29 12:00:51,"1,012s",PASSED
"callTestCase(findTestCase(""CDT03 - cadastro simples""), [""nome"":""teste"", ""email"":""email@email.com"", ""ddd"":""11"", ""telefone"":""222222222"", ""usuario"":""teste"", ""senha"":""teste"", ""repetir_senha"":""teste"", ... ], CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:00:51,2023-11-29 12:01:03,"12,540s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/button_Cadastrar""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:03,2023-11-29 12:01:04,"0,537s",PASSED
"verifyTextPresent(""Cadastrado com Sucesso!"", false, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:04,2023-11-29 12:01:04,"0,555s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/button_OK""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:04,2023-11-29 12:01:05,"0,606s",PASSED
"verifyElementText(findTestObject(""CDT03 - CDT04 - CDT05/Page_PizzaWeb/a_ola_usuario""), ""Olá, teste!"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:05,2023-11-29 12:01:05,"0,500s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_PizzaWeb/a_Sair""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:05,2023-11-29 12:01:06,"0,574s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_PizzaWeb/a_Cadastre-se""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:06,2023-11-29 12:01:07,"0,543s",PASSED
"callTestCase(findTestCase(""CDT03 - cadastro simples""), [""nome"":""marco"", ""email"":""teste@gmail.com"", ""ddd"":""11"", ""telefone"":""222222222"", ""usuario"":""marco"", ""senha"":""teste"", ""repetir_senha"":""teste"", ... ], CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:07,2023-11-29 12:01:19,"12,656s",PASSED
"click(findTestObject(""Object Repository/CDT03 - CDT04 - CDT05/Page_/button_Cadastrar""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:19,2023-11-29 12:01:20,"0,565s",PASSED
"verifyTextPresent(""Cadastro"", false, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:20,2023-11-29 12:01:20,"0,587s",FAILED
closeBrowser(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-29 12:01:20,2023-11-29 12:01:22,"1,204s",PASSED
,,,,,,,
Test Cases/CDT06 - RF02 - realizar pedido,Chrome 119.0.0.0,,,2023-11-29 12:01:22,2023-11-29 12:01:48,"26,570s",PASSED
"openBrowser(""http://localhost/pizzaWeb2.0/site/index.php"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:22,2023-11-29 12:01:28,"5,353s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/a_Entrar""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:28,2023-11-29 12:01:30,"2,637s",PASSED
"callTestCase(findTestCase(""CDT02 - login simple""), [""usuario"":""marco"", ""senha"":""marco""], CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:30,2023-11-29 12:01:34,"3,614s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/a_California""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:34,2023-11-29 12:01:35,"0,836s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/input_Mdia_tamanhos""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:35,2023-11-29 12:01:35,"0,561s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/input_Mdia_tamanhos_1""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:35,2023-11-29 12:01:36,"0,568s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/input_Mdia_tamanhos_1_2""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:36,2023-11-29 12:01:36,"0,544s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/input_R 4,00_enviar""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:36,2023-11-29 12:01:37,"0,590s",PASSED
"verifyElementText(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/b_R 37,00""), ""R$ 37,00"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:37,2023-11-29 12:01:38,"0,956s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/a_Remover Item""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:38,2023-11-29 12:01:39,"0,708s",PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/td_Calabresa  Mdia""), 0, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:39,2023-11-29 12:01:40,"1,003s",PASSED
"verifyElementText(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/b_R 27,00""), ""R$ 27,00"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:40,2023-11-29 12:01:40,"0,450s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/a_Confirmar Pedido""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:40,2023-11-29 12:01:41,"0,712s",PASSED
"click(findTestObject(""CDT06 - CDT07/Page_/input_finalizar_pedido""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:41,2023-11-29 12:01:41,"0,467s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_/input_R 0,00_btn btn-outline-success""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:41,2023-11-29 12:01:42,"0,633s",PASSED
"verifyElementText(findTestObject(""Object Repository/CDT06 - CDT07/Page_/h2_R 27,00""), ""R$ 27,00"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:42,2023-11-29 12:01:42,"0,496s",PASSED
"click(findTestObject(""CDT06 - CDT07/Page_/input_CartoDinheiro na entrega_btn btn-success""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:42,2023-11-29 12:01:43,"0,635s",PASSED
"verifyElementText(findTestObject(""Object Repository/CDT06 - CDT07/Page_/div_Pedido realizado com Sucesso""), ""Pedido realizado com Sucesso!"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:43,2023-11-29 12:01:44,"0,615s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_/button_OK""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:44,2023-11-29 12:01:44,"0,681s",PASSED
closeBrowser(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-29 12:01:44,2023-11-29 12:01:48,"3,899s",PASSED
,,,,,,,
Test Cases/CDT07 - RF02 - realizar pedido fora do horario,Chrome 119.0.0.0,,,2023-11-29 12:01:48,2023-11-29 12:02:00,"12,153s",PASSED
"openBrowser("""", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:49,2023-11-29 12:01:52,"2,867s",PASSED
"navigateToUrl(""http://localhost/pizzaWeb2.0/site/index.php"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:52,2023-11-29 12:01:58,"6,289s",PASSED
"click(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/a_Pizzaria Quadratta""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:58,2023-11-29 12:01:59,"0,816s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/p_Estamos fora do horrio de atendimento""), 0, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:59,2023-11-29 12:01:59,"0,430s",PASSED
"verifyElementText(findTestObject(""Object Repository/CDT06 - CDT07/Page_PizzaWeb/p_Estamos fora do horrio de atendimento""), ""Estamos fora do horário de atendimento!"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:01:59,2023-11-29 12:02:00,"0,439s",PASSED
closeBrowser(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-29 12:02:00,2023-11-29 12:02:00,"0,726s",PASSED
,,,,,,,
Test Cases/CDT08 - RF04 - cadastrar restaurante com campos em branco,Chrome 119.0.0.0,,,2023-11-29 12:02:00,2023-11-29 12:02:29,"28,743s",FAILED
"openBrowser("""", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:01,2023-11-29 12:02:03,"1,751s",PASSED
"navigateToUrl(""http://localhost/pizzaWeb2.0/site/index.php"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:03,2023-11-29 12:02:06,"3,714s",PASSED
"click(findTestObject(""Object Repository/CDT08 - CDT09/Page_PizzaWeb/a_Entrar""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:06,2023-11-29 12:02:08,"1,593s",PASSED
"callTestCase(findTestCase(""CDT02 - login simple""), [""usuario"":""admin"", ""senha"":""admin""], CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:08,2023-11-29 12:02:11,"2,879s",PASSED
"click(findTestObject(""Object Repository/CDT08 - CDT09/Page_PizzaWeb/a_Gerenciar""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:11,2023-11-29 12:02:12,"0,696s",PASSED
"click(findTestObject(""Object Repository/CDT08 - CDT09/Page_/a_Cadastro de Restaurantes""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:12,2023-11-29 12:02:12,"0,685s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_RuaAv_ruaCadastro""), ""rua"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:12,2023-11-29 12:02:13,"0,946s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Nmero_numeroCadastro""), ""200"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:13,2023-11-29 12:02:14,"0,931s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Complemento_complementoCadastro""), ""complemento"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:14,2023-11-29 12:02:15,"1,017s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Bairro_bairroCadastro""), ""bairro"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:15,2023-11-29 12:02:16,"0,960s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Cidade_cidadeCadastro""), ""Rio de Janeiro"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:16,2023-11-29 12:02:17,"0,908s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/CDT08 - CDT09/Page_/select_ALAPAMBACEDFESGOMAMTMSMGPAPBPRPEPIRR_4d941d""), ""AL"", true, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:17,2023-11-29 12:02:19,"1,806s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/CDT08 - CDT09/Page_/select_ALAPAMBACEDFESGOMAMTMSMGPAPBPRPEPIRR_4d941d""), ""RJ"", true, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:19,2023-11-29 12:02:21,"1,915s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Telefone_dddTelCadastro""), ""22"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:21,2023-11-29 12:02:22,"0,802s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Telefone_telCadastro""), ""11111111"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:22,2023-11-29 12:02:22,"0,827s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Horrio de Funcionamento_horaInicio""), ""18:00:00"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:22,2023-11-29 12:02:23,"0,848s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Horrio de Funcionamento_horaFim""), ""23:59:00"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:23,2023-11-29 12:02:24,"0,928s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/CDT08 - CDT09/Page_/select_SegundaTeraQuartaQuintaSextaSbadoDomingo""), ""1"", true, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:24,2023-11-29 12:02:25,"1,258s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/CDT08 - CDT09/Page_/select_SegundaTeraQuartaQuintaSextaSbadoDomingo""), ""6"", true, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:25,2023-11-29 12:02:27,"1,315s",PASSED
"click(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_submit""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:27,2023-11-29 12:02:28,"0,794s",PASSED
"verifyTextPresent(""(erro|vazio|branco|obrigatorio)"", true, CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:28,2023-11-29 12:02:28,"0,443s",FAILED
closeBrowser(CONTINUE_ON_FAILURE),Chrome 119.0.0.0,,,2023-11-29 12:02:28,2023-11-29 12:02:29,"1,120s",PASSED
,,,,,,,
Test Cases/CDT09 - RF04 - cadastrar restaurante com sucesso,Chrome 119.0.0.0,,,2023-11-29 12:02:29,2023-11-29 12:03:33,"1m - 4,380s",FAILED
"openBrowser("""", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:30,2023-11-29 12:02:32,"2,111s",PASSED
"navigateToUrl(""http://localhost/pizzaWeb2.0/site/index.php"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:32,2023-11-29 12:02:34,"1,991s",PASSED
"click(findTestObject(""Object Repository/CDT08 - CDT09/Page_PizzaWeb/a_Entrar (1)""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:34,2023-11-29 12:02:35,"0,874s",PASSED
"callTestCase(findTestCase(""CDT02 - login simple""), [""usuario"":""admin"", ""senha"":""admin""], CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:35,2023-11-29 12:02:38,"2,641s",PASSED
"click(findTestObject(""Object Repository/CDT08 - CDT09/Page_PizzaWeb/a_Gerenciar (1)""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:38,2023-11-29 12:02:38,"0,655s",PASSED
"click(findTestObject(""Object Repository/CDT08 - CDT09/Page_/a_Cadastro de Restaurantes (1)""), CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:38,2023-11-29 12:02:39,"0,581s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Nome_nomeCadastro""), ""novo"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:39,2023-11-29 12:02:40,"0,958s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_RuaAv_ruaCadastro (1)""), ""rua"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:40,2023-11-29 12:02:41,"0,860s",PASSED
"setText(findTestObject(""Object Repository/CDT08 - CDT09/Page_/input_Nmero_numeroCadastro (1)""), ""100"", CONTINUE_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-29 12:02:41,2023-11-29 12:02:42,"1,001s",PASSED
